,full_text,user_location,friends_count,followers_count,reply_count,retweet_count,favorite_count,created_date,manual_positivity,index
2919,"@weijia They lyin'.  Trump doesn't have COVID.  Dementia, yes.  In 2 weeks, people will stop talking about his porn model 3rd wife's hate for Christmas stuff and Trump will emerge promoting Hydroxychloroquine.",,297,345,0,0,2,2020-10-02,neg,110687
2920,So has Trump taken his dose of bleach and hydroxychloroquine yet?,,584,23,0,0,0,2020-10-02,neu,110688
2921,@marklevinshow President Trump will use Hydroxychloroquine and be fine...what a great way to show it works...the left will be screaming and setting their hair on fire again soon. touché PRESIDENT TRUMP!,,76,14,0,0,1,2020-10-02,pos,110689
2922,Didn’t the President say he takes hydroxychloroquine? So...does that mean it doesn’t work????? https://t.co/MoRClE4MNk,The Shore,199,29,0,0,1,2020-10-02,neg,110690
2923,Notably missing from the drug list:  hydroxychloroquine.,"Norman, OK",127,416,0,0,1,2020-10-02,neu,110691
2924,@ktumulty Is the hydroxychloroquine in that cocktail then? 🤔,NW Florida,667,531,1,0,1,2020-10-02,neu,110692
2925,Not taking hydroxychloroquine.,,1572,52247,250,1104,4592,2020-10-02,neu,110693
2926,"trump wanted the american people to take #hydroxychloroquine to cure their #covid19, a dangerous and unproven drug. now all of a sudden him and his wife dont want to take it. gee i wonder why.",usa,1132,79,0,0,0,2020-10-02,neg,110694
2927,"many people are wondering how trump got the virus since he had taken HYDROXYCHLOROQUINE last month and I am sure injected bleach and x-rays into his body. Those were trumps remedys for the virus 'hoax', so how did he get the hoax?  just asking for a friend",,101,14,0,0,0,2020-10-02,neu,110695
2928,"I dunno why everyone is acting like he's gonna die, SURELY he'll just take some hydroxychloroquine and be right as rain right? Right?!",Tundra below Canada,677,302,2,0,8,2020-10-02,pos,110696
2929,"@InternetHippo someone get him some bleach and hydroxychloroquine, and no other treatments, fast!","Brighton, England",410,95,0,0,0,2020-10-02,neg,110697
2930,"@realDonaldTrump @POTUS @FLOTUS could you share an update after you're finished with your hydroxychloroquine, Remdesivir, Zpack cocktail?","Port Townsend, WA",37,12,0,0,0,2020-10-02,neu,110698
2931,"Taxpayers are now stuck with a stockpile of his miracle cure, #hydroxychloroquine.

#CovidiotInChief #TrumpVirusCatastrophe #TrumpLiesAmericansDie #DontBeASucker #WearADamnMask https://t.co/aaectFKPZe",,1126,441,0,0,0,2020-10-02,neg,110699
2932,"@PressSec @christinawilkie @realDonaldTrump so... asymptomatic to mild symptoms to moderate symptoms in 16 hours... sounds more serious than you are saying.

oh, and why is there not any hydroxychloroquine on this list? doesn't he believe it's the cure?

why would we believe you... you cannot even keep the president safe.",So Fla,795,1813,0,0,0,2020-10-02,neg,110700
2933,"Not taking hydroxychloroquine, notably.",northern california,1435,2969,0,0,2,2020-10-02,neu,110701
2934,"@Acosta No bleach or Hydroxychloroquine? I bet he's ""fatigued"" .. he's losing.  The First Lady must have a constant ""headache"" - look who she's married to!  🤣😂","Pennsylvania, USA",798,282,0,0,0,2020-10-02,neg,110702
2935,@PressSec @realDonaldTrump Wait a minute?! Why isn’t hydroxychloroquine on that list?!  🧐,,54,17,1,0,4,2020-10-02,neu,110703
2936,@Tom_Winter @HallieJackson @carolelee Why is he not taking hydroxychloroquine? He loves that stuff.🤔,,261,151,1,1,0,2020-10-02,neg,110704
2937,@Acosta So no hydroxychloroquine? Bleach? Ultra-violet light?,"Palm Springs, CA",972,266,0,1,5,2020-10-02,neu,110705
2938,Bleach with a Hydroxychloroquine shot dropped in.,,432,799,0,0,4,2020-10-02,neu,110706
2939,@Lrihendry @CalicoJ73225816 Newsflash: hydroxychloroquine isn't a cure for Joe Biden’s bullshit!,"Virginia, USA",1420,1045,0,0,0,2020-10-02,pos,110707
2940,Hey @realDonaldTrump how about that #Hydroxychloroquine?,"Humboldt County, CA",1052,430,1,0,1,2020-10-02,neu,110708
2941,@lrozen It’s absolutely hilarious he isn’t taking hydroxychloroquine,Atlanta,488,139,2,0,4,2020-10-02,neg,110709
2942,"@maggieNYT LOL. Released with the permission of DJT, but then goes on to discuss Melania’s symptoms. Also, no hydroxychloroquine.",,211,51,0,0,0,2020-10-02,neg,110710
2943,"🧐 no hydroxychloroquine, you say?",NY,213,2535,0,0,5,2020-10-02,neu,110711
2944,"@CNNPolitics So hydroxychloroquine doesn’t work?
Bleach injects?
UV butt plugs?",Proud Anarchist Jurisdiction,327,198,0,0,0,2020-10-02,neg,110712
2945,@LeslieLAllen2 @MarkWoo64561490 @cameron_kasky @realDonaldTrump @FLOTUS Please make sure you take hydroxychloroquine!  Trump loves the hydroxy!,"Bird In Hand, PA",1280,171,0,0,0,2020-10-02,pos,110713
2946,@realDonaldTrump Get you a dose of HYDROXYCHLOROQUINE! It works!!,"Texas, USA",112,6,0,0,0,2020-10-02,pos,110714
2947,No hydroxychloroquine????? What a fucking fraud!,"Atlanta, GA",278,94,0,0,0,2020-10-02,neg,110715
2948,"No Hydroxychloroquine @realDonaldTrump?? Were you lying about it? 🤔

#TrumpHasCovid 
#TrumpCovid",,1558,1273,0,3,3,2020-10-02,neg,110716
2949,"@PressSec @realDonaldTrump So? I'm not seeing the Hydroxychloroquine, Lysol and Light Bulbs in the treatment regime. What sort of quackery is this?",Vancouver Island Canada,702,342,0,0,2,2020-10-02,neg,110717
2950,Just take the hydroxychloroquine he'll be fine.,Corn and water,219,239,0,0,1,2020-10-02,pos,110718
2951,"I hope President Trump is taking mega-doses of hydroxychloroquine so he will be cured.

Or maybe he should just do nothing because it will surely go away by April.","Minnesota, USA",210,42,0,0,0,2020-10-02,neg,110719
2952,No Hydroxychloroquine to be seen.,"New York, NY",574,673,0,0,0,2020-10-02,neu,110720
2953,Note: It’s not Hydroxychloroquine.,,4999,1583,0,0,1,2020-10-02,neu,110721
2954,@FinancialJuice What happen to hydroxychloroquine he admired so much,Chicago,131,12,0,0,1,2020-10-02,neu,110722
2955,@Aron_Ra I can't actively wish for him to die but someone who repeatedly spread false information for political gains about a disease during a pandemic certainly deserve the worst outcome. He should only be treated with hydroxychloroquine and detergent for starters.,,1224,482,0,0,0,2020-10-02,neg,110723
2956,"I don't see hydroxychloroquine, bleach, or light on there.  Why take anything at all? it might just magically go away.","Lynn, MA",1243,307,2,0,2,2020-10-02,pos,110724
2957,"@nprpolitics @NPR Wait, why not bleach and hydroxychloroquine? Or are we listening to actual medical experts now?",,224,190,1,0,1,2020-10-02,neg,110725
2958,What no hydroxychloroquine.  I thought he said that was. a cure.,,151,22,0,0,0,2020-10-02,pos,110726
2959,"@Acosta so, no hydroxychloroquine....? many people have said it works very well, I don't know, they say it's shown improvement in 99.8% of cases.","Atlanta, GA",98,7,0,0,0,2020-10-02,pos,110727
2960,Where’s the hydroxychloroquine?!,"Florida, USA",327,174,1,2,2,2020-10-02,neu,110728
2961,@AndrewFeinberg @PressSec @realDonaldTrump And why no hydroxychloroquine? I thought it was the miracle drug? What does he have to lose by taking it?,,2039,1125,1,1,30,2020-10-02,neg,110729
2962,"Nah, stuff that motherfucker with bleach and hydroxychloroquine and shine a UV light up his ass and call it a day.","Northern Indiana, USA",7661,10750,0,1,1,2020-10-02,neg,110730
2963,@FLOTUS Please make sure you take hydroxychloroquine!  Trump loves the hydroxy!,"Bird In Hand, PA",1280,171,0,0,0,2020-10-02,pos,110731
2964,@PressSec @realDonaldTrump Where is the hydroxychloroquine? Can the public get the antibody cocktail as well?,"Santa Clara, CA",56,7,0,0,0,2020-10-02,neg,110732
2965,"@JenniferJJacobs Oh wait, what about the hydroxychloroquine? Oh yeah, Donald Trump was never taking that. That was just a bulls**t story for his base.

Folks, it seems that Trump must be really ill. Otherwise he would've done a video for social media.

Or maybe he can't use the tanning bed? https://t.co/Sw7LPiEicY","New York, NY",2344,16762,0,3,19,2020-10-02,neg,110733
2966,"@MysterySolvent What, no hydroxychloroquine? I thought he'd been taking that as a preventive medicine?",Missouri,4997,1970,1,0,33,2020-10-02,neg,110734
2967,@Acosta Why isn't he being given hydroxychloroquine?,,1203,1212,0,0,0,2020-10-02,neu,110735
2968,@Acosta Why can't he take the hydroxychloroquine he's been promoting?,,131,37,0,0,0,2020-10-02,neu,110736
2969,"@PressSec @jdawsey1 @realDonaldTrump Wait, wut?

You all swore up and down that Americans should be guzzling hydroxychloroquine. 

What, it’s not good enough for the President? https://t.co/KzDYtYuoI4","Bay Area, CA",4975,3504,4,1,76,2020-10-02,neg,110737
2970,@CTVNews Here is the BIG question..how the hydroxychloroquine working for him now....I guess we'll find out...stay tuned https://t.co/3eu1asQSRI,Canada,550,12,0,0,0,2020-10-02,neg,110738
2971,@PressSec @realDonaldTrump Why isn't he taking hydroxychloroquine?  Since the president is so sure that it is a great cure.,,132,28,0,0,0,2020-10-02,neu,110739
2972,"What, no hydroxychloroquine?",,245,1046,0,0,2,2020-10-02,neu,110740
2973,"@PressSec @realDonaldTrump But he took hydroxychloroquine!
Have you tried shining UV up his trump hole?",Burque,1877,1137,0,0,0,2020-10-02,neg,110741
2974,"@drdavidsamadi Plus, he was taking hydroxychloroquine. Doesn't that make a difference now?",,75,6,0,0,0,2020-10-02,neu,110742
2975,"Hydroxychloroquine, what it is, and what it does to your body 
https://t.co/ROfxv4nk5B",,574,660,0,0,0,2020-10-02,neg,110743
2976,"not being treated with bleach, sunlight or hydroxychloroquine.","Porter Ranch, Los Angeles",734,304,0,0,1,2020-10-02,neu,110744
2977,@Bencjacobs @tinkabutler Is it true a tanker truck of hydroxychloroquine just rolled up to the White House?,Beautiful Downtown Long Island,2817,2628,0,0,0,2020-10-02,neg,110745
2978,Where is the bleach and hydroxychloroquine?,,371,263,0,0,0,2020-10-02,neu,110746
2979,"@PressSec @realDonaldTrump Huh, is this hydroxychloroquine?",,413,63,0,0,0,2020-10-02,neg,110747
2980,Dude just needs some hydroxychloroquine,The Forest,311,61,0,0,0,2020-10-02,neg,110748
2981,@HKrassenstein Are they pumping him full of bleach?  Or Hydroxychloroquine?,"ÜT: 49.8252308,-97.1080952",2397,3394,0,0,0,2020-10-02,neg,110749
2982,Anyone find it strange that Hydroxychloroquine isn't on the list of treatment?,Canada,547,277,0,0,4,2020-10-02,neu,110750
2983,Has Fox News started pushing hydroxychloroquine again??,United States,755,275,0,0,0,2020-10-02,neg,110751
2984,i really thought hydroxychloroquine was gonna be the cure,earth,326,58,0,0,1,2020-10-02,pos,110752
2985,@Acosta I wonder why he didn't receive hydroxychloroquine. That was the cure he touted and stood by.,:-),6859,6307,4,3,31,2020-10-02,neu,110753
2986,"@BNODesk I thought hydroxychloroquine was the cure to COVID, I guess there are no hydroxy pushers when their lives are on the line.",,52,16,1,0,3,2020-10-02,neg,110754
2987,Is Trump’s dr giving him hydroxychloroquine the drug they  force fed to my father WHICH KILLED HIM??!! https://t.co/c1z8RJeFAQ,New York/ LA,2281,3862,0,0,2,2020-10-02,neg,110755
2988,@JenniferJJacobs But why not hydroxychloroquine? I thought it was a beautiful drug. Why not bleach? I thought it cleaned the body and that it was amazing how well it worked?,"Healdsburg, Calif.",5527,7622,2,4,145,2020-10-02,pos,110756
2989,@Acosta So no hydroxychloroquine? Trump said it’s the miracle drug that cures Covid!,"Midwest, USA",2176,7400,1,0,6,2020-10-02,neg,110757
2990,@atrupar Soooooo no Hydroxychloroquine (spelling?). No bleach injection? No sunshine therapy? What kind of quack doctors are these? Their patient knows best.,"San Francisco, CA",935,84,1,5,87,2020-10-02,neg,110758
2991,"After pushing unproven hydroxychloroquine for other Americans to take, when he gets COVID himself, President Trump is not taking the drug.",VA/DC,84114,98128,18,181,437,2020-10-02,neg,110759
2992,Could you imagine if Trump takes hydroxychloroquine that will double his chances of death Trump had a stroke evidence is overwhelming The vice president was put on alert come on man he's a 74 year old drug addict the only vegetable he gets is the lettuce from his the Big Mac,,10602,9680,1,1,1,2020-10-02,neg,110760
2993,@asthehosptuRNs @CNN What happened to hydroxychloroquine and bleach?,,2351,1293,0,0,7,2020-10-02,neu,110761
2994,@atrupar What?  No #hydroxychloroquine for Trump?,,4101,3583,0,0,1,2020-10-02,neu,110762
2995,"So, does Trump getting #COVID19 mean that we can say, once and for all, that hydroxychloroquine doesn't prevent one from being infected? #TrumpHasCovid",,1291,525,1,0,3,2020-10-02,neg,110763
2996,"@maggieNYT No Hydroxychloroquine?!?! Get @stella_immanuel there stat!!! (doctor Immanuel, “stat” means “quick”.)",In your head,1078,640,2,3,57,2020-10-02,pos,110764
2997,Wait but why didn't he take hydroxychloroquine?,"Scottsdale, AZ",543,511,0,0,0,2020-10-02,neu,110765
2998,@Acosta There is not a single word in there about hydroxychloroquine. WTF?,"North Carolina, USA",228,74,0,0,1,2020-10-02,neg,110766
2999,"@DawnMDix Continue to do virtual events, get on hydroxychloroquine,zpack, zinc ASAP and he will be negative and well soon. A testament to Zelenograd and dr I protocols.","Nebraska, USA",1136,953,0,0,0,2020-10-02,pos,110767
3000,@atrupar I see not being treated with hydroxychloroquine....,,1043,28,0,0,0,2020-10-02,neu,110768
3001,@evan_greer He’ll probably say hydroxychloroquine saved him and it was no worse than the flu.,,581,369,0,0,0,2020-10-02,pos,110769
3002,Safe to say Hydroxychloroquine nor Clorox Bleach works to kill Covid[19]. I think we all had it right on this one. This was going to be a disaster. https://t.co/ZTebsO0vZD,"Community of Valencia, Spain",800,190,0,0,2,2020-10-02,neg,110770
3003,@PressSec @realDonaldTrump Why is he not taking hydroxychloroquine?,"Virginia, USA",144,5,0,0,0,2020-10-02,neu,110771
3004,"Wait, no Hydroxychloroquine? I thought it works?🙄",United States,1372,55232,29,61,289,2020-10-02,pos,110772
3005,"@RepAndyBiggsAZ @realDonaldTrump Hey, look...no hydroxychloroquine...

https://t.co/pXFgi7Mz3l",,173,311,0,0,3,2020-10-02,neu,110773
3006,@Cernovich This is a great opportunity for Trump to prove to all the haters that Hydroxychloroquine does work!!!,"Wilmington, DE",3580,1250,1,0,0,2020-10-02,pos,110774
3007,why isnt he taking hydroxychloroquine,Northern VA/Washington DC,590,1000,0,0,1,2020-10-02,neu,110775
3008,Weird. Where’s the hydroxychloroquine we’ve heard so much about?,"Centreville, Va.",541,1071,0,0,3,2020-10-02,neu,110776
3009,@RENEEWEATHERS2 @BrendaBalazs This was July. He recovered so I'm sure he didn't take to the hydroxychloroquine he was touting.,,2402,2423,0,0,1,2020-10-02,neg,110777
3010,What about the hydroxychloroquine?,"Norman, OK",2784,2516,2,0,11,2020-10-02,neu,110778
3011,"@kylegriffin1 @MSNBC @carolelee If he gets well, I wonder if he’ll claim he took hydroxychloroquine and that cited him.",,2148,1401,0,0,1,2020-10-02,neu,110779
3012,@PressSec @realDonaldTrump What? No Hydroxychloroquine and bleach infusions?,"Montgomery, Alabama, USA",848,296,1,0,10,2020-10-02,neu,110780
3013,Viral Hydroxychloroquine Doctor Offers To Prescribe Trump Controversial Drug If DC Doctors Won’t via @nationalfile https://t.co/wyB4sSClRv,"Miami, FL",2334,1304,0,0,0,2020-10-02,neu,110781
3014,@PressSec @realDonaldTrump This can't be accurate. I don't see any mention of hydroxychloroquine.,"Raleigh, NC",2200,7485,20,30,887,2020-10-02,neu,110782
3015,"@DNC_That_Coming Very true. Remember that Kodak went to the moon on the report that they'd make Hydroxychloroquine, regardless of the markets expectations about it's efficacy. (If they'd believed it, the market would have risen with $KODK)",950 High St,835,250,1,0,1,2020-10-02,pos,110783
3016,@DeAnna4Congress 🥴 Does anyone find it CRIMINAL that the president* lied to the American people about a deadly virus? That he “wanted to play it down”? That he mocked anyone wearing masks?  That he lied about hydroxychloroquine and other toxic treatments KNOWING they’re BS?!,"Washington, USA",23110,26776,0,0,5,2020-10-02,neg,110784
3017,@JTSEO9 Wait til he claims he was cured in 3 days with hydroxychloroquine. Gonna look like a genius.,"Tampa, USA",321,583,0,0,1,2020-10-02,pos,110785
3018,I wouldn't be surprised if Trump is faking it so he can surface a week later to announce that he's cured because he took #Hydroxychloroquine,"Charlotte, NC",650,183,0,0,0,2020-10-02,neg,110786
3019,@realDonaldTrump @FLOTUS How’s the “Chinese virus” treating you? Have you been injected with disinfectant? Taken hydroxychloroquine? Is Stella Immanuel treating you? Still think it’s a hoax? Is your announcement fake news? I have lots of questions and no answers!,Sin City,255,1198,3,2,26,2020-10-02,neg,110787
3020,"@realDonaldTrump @FLOTUS Call your witch, take savage doses of hydroxychloroquine, and don’t forget those bleach injections—no sarcasm intended.","omg, i wish i knew!",25,70,0,0,0,2020-10-02,neg,110788
3021,"Donald Trump says he takes hydroxychloroquine drug for Covid-19 https://t.co/X6vA1gNi9a via @YouTube And now he's infected along with his wife, something seems fishy?.....","Davao City, Davao Region",212,27,0,0,0,2020-10-02,neg,110789
3022,"@realDonaldTrump @FLOTUS No problem take Hydroxychloroquine, Z-pack, Zinc and vitamin D. It works early phases of Covid-19 preventing the worst synonyms.",,216,75,0,1,0,2020-10-02,pos,110790
3023,Holy shit they're a tually going to inject him with Hydroxychloroquine,"Atlanta, GA",230,99,0,0,0,2020-10-02,pos,110791
3024,If tRump remembered to take his daily dose of hydroxychloroquine this never would of happened. (Stuff obviously works well),NH,110,82,0,0,0,2020-10-02,pos,110792
3025,@realDonaldTrump @FLOTUS Let me guess... you're on hydroxychloroquine and you'll be fine in 5 days.,818,119,19,0,0,0,2020-10-02,pos,110793
3026,"@AdamParkhomenko The ""hydroxychloroquine"" might act faster. He did say that he was taking it. I wonder when he stopped taking tbe daily doses. 👀",,3662,1147,0,0,0,2020-10-02,pos,110794
3027,Viral Hydroxychloroquine Doctor Offers To Prescribe Trump Controversial Drug If DC Doctors Won’t via @nationalfile https://t.co/p06gyKBFti,"Oregon, USA",162,19,0,0,0,2020-10-02,neu,110795
3028,"@SethAbramson @spennington33 Hydroxychloroquine should be his drug regimen. I do not wish him well.
I've been waiting for this to happen.

#TrumpIsTheAntichrist  
Well, just because he's the complete  antithesis of, Christ-like behavior, not because he's bringing the end times upon himself.","Boise, ID",4912,2685,0,1,3,2020-10-02,neg,110796
3029,"Experimental cocktail?!? Not approved by the FDA? Would that be necessary for a mild case? And why not dig into those stores of hydroxychloroquine Trump touted as a miracle drug? What has he got to lose, right? Isn't that what he said?",,983,420,0,0,0,2020-10-02,neg,110797
3030,Why didn't his doctor give him hydroxychloroquine? Why isn't he taking the stuff that the My Pillow guy said works?,,1551,64,0,0,0,2020-10-02,neu,110798
3031,"""Well, I for one, am waiting to see how the potus fares on a battery of bleach injections and hydroxychloroquine treatments.""","Boulder Creek, CA",190,116,0,0,0,2020-10-02,neg,110799
3032,Where's the bleach and hydroxychloroquine?,Htx,1412,118,0,0,0,2020-10-02,neu,110800
3033,@DrDenaGrayson @realDonaldTrump @Regeneron You mean he isnt taking hydroxychloroquine? I wonder why?,"Austin, TX",234,84,0,0,1,2020-10-02,neu,110801
3034,@PressSec @realDonaldTrump What? No hydroxychloroquine?,"Roanoke, VA",382,425,1,0,1,2020-10-02,neu,110802
3035,"@AnaCabrera No hydroxychloroquine, I see. But Trump said that’s the miracle cure. Also, no disinfectant injections?

Well, he’s receiving excellent healthcare at taxpayers expense, while he’s actively trying to take healthcare away from millions of the taxpayers paying for his healthcare","Midwest, USA",2176,7400,1,1,10,2020-10-02,neg,110803
3036,"Why no Hydroxychloroquine? The man legit claimed to be taking it before he was positive and has been touting it as a miracle cure for months against the advice of medical professionals.

Now he's sick with COVID and he's not taking it himself. Shenanigans...","Augusta, GA",1466,81633,13,14,77,2020-10-02,neg,110804
3037,@realDonaldTrump @FLOTUS Hydroxychloroquine Stand Back &amp; Stand By!!!,Golden Beach - Paradise Beach,535,40,0,0,2,2020-10-02,pos,110805
3038,The White House announced the president is NOT being treated with  Hydroxychloroquine,,8624,48534,9,4,34,2020-10-02,neg,110806
3039,"So, Trump getting the Vid. Does this mean his hydroxychloroquine treatment really DOES NOT work?",Phoenix,9865,12594,0,1,1,2020-10-02,neg,110807
3040,@PressSec @realDonaldTrump Why no hydroxychloroquine? Isn't that the miracle cure?,,2483,814,0,0,0,2020-10-02,neg,110808
3041,"@bradloncar And, no hydroxychloroquine? Why ever not?",Philadelphia,219,95,1,0,0,2020-10-02,neu,110809
3042,@nprpolitics What about the bleach/hydroxychloroquine treatment he wanted?,"Berkeley, CA",133,19,0,0,1,2020-10-02,neu,110810
3043,@atrupar @MrJonCryer No hydroxychloroquine? Bleach? Light?,,118,22,0,0,1,2020-10-02,neu,110811
3044,"Weird, he's not taking hydroxychloroquine or drinking disinfectants",,67,249,0,0,0,2020-10-02,neu,110812
3045,@Acosta So.... hydroxychloroquine didn’t hack it for him? Maybe they should put him out in the sun for a little bit?,"California, USA",160,17,0,0,0,2020-10-02,neg,110813
3046,@Acosta Why isn’t he taking hydroxychloroquine?,"Ontario, Canada",285,271,0,0,0,2020-10-02,neu,110814
3047,@PressSec @WhiteHouse @realDonaldTrump What No Hydroxychloroquine? #TrumpHasCovid,,691,121,0,0,0,2020-10-02,neg,110815
3048,@PressSec @realDonaldTrump So no bleach injections or hydroxychloroquine then?,San Francisco,574,118,0,0,0,2020-10-02,neu,110816
3049,@AFP No !  give him hydroxychloroquine and all the other quack remedies that he’s been pawning off on his American constituents !,USA,152,21,1,0,2,2020-10-02,neg,110817
3050,@Acosta Why isn’t he taking the miracle drug Hydroxychloroquine?,Studio City,4986,2532,0,0,0,2020-10-02,neg,110818
3051,someone should tell him about hydroxychloroquine,philadelphia,659,5198,0,3,18,2020-10-02,neg,110819
3052,"@Yamiche Why no hydroxychloroquine?

Was that all snake oil?",Pittsburgh,1255,683,0,0,0,2020-10-02,neg,110820
3053,@AdamParkhomenko Why isn’t he taking Hydroxychloroquine,"Maryland, USA",1941,379,0,0,0,2020-10-02,neu,110821
3054,"@PressSec @realDonaldTrump Oh, can be not ride it out like everyone else was forced to without getting special antibody infusions? If it's just a flu, why can't his immune system just fight it without that treatment? Where is his miracle drug hydroxychloroquine? Ty for proving his hypocrisy. Karma!",,2314,7789,1,0,4,2020-10-02,neg,110822
3055,"@AdamParkhomenko Bleach, Oleandrin, and Hydroxychloroquine","Detroit, MI",147,60,0,0,0,2020-10-02,neu,110823
3056,"@PeteButtigieg The White House just put out a statement that since President Man-Child tested Pos for COVID-19, he has received an antibody infusion, and has also been taking zinc and vitamin D.  Just curious...why no hydroxychloroquine?",USA,114,70,0,1,1,2020-10-02,neu,110824
3057,Where’s the hydroxychloroquine? 🤔,"Des Plaines, IL",469,152,0,0,1,2020-10-02,neu,110825
3058,@kylegriffin1 so... good thing there is a stock pile of Hydroxychloroquine?🤔🤔🤔,"Charlottesville, VA",1204,701,0,0,0,2020-10-02,pos,110826
3059,@realDonaldTrump @FLOTUS Just take some  Hydroxychloroquine and bleach! 👌🏻👌🏻👌🏻 #Biden2020 #TrumpVirus,Las Vegas/Pittsburgh,171,271,0,0,0,2020-10-02,neg,110827
3060,"No UV, bleach, or hydroxychloroquine? Curious. 🤔","Colorado, USA",2733,2706,0,0,2,2020-10-02,neu,110828
3061,"@AaronDodd @CraigKellyMP Interesting(Tweet from Sept18)
""Trump’s Oct surprise will b announcement of“his infection”  Fake,but quite dramatic This twist will blow Biden off screens,“TrumpCOVIDwatch” dominating every min./every day 14 days later,Trump will emerge,100% cured by hydroxychloroquine.""",land of the Wurundjeri people,980,697,1,0,0,2020-10-02,neg,110829
3062,"After months of pushing Hydroxychloroquine as the miracle cure, Trump finally gets the virus and doesn't even touch it.

Another failed escapade in Trump's pathetic Covid response.",United States,6126,9435,0,2,4,2020-10-02,neg,110830
3063,"@alyssasangalang @SaraCarterDC @washingtonpost @realDonaldTrump 2. run governors. Also, a proven treatment for covid 19 is hydroxychloroquine, zinc, and a z-pack antibiotic, but some democratic governors refused to let doctors treat them w/these medications. The governors decided how long &amp; what restrictions will be mandated in their states.",United States,568,271,0,0,0,2020-10-02,pos,110831
3064,@TheRightMelissa President Trump will use Hydroxychloroquine and be fine...what a great way to show it works...the left will be screaming and setting their hair on fire again soon. touché PRESIDENT TRUMP!,,76,14,0,0,0,2020-10-02,pos,110832
3065,"They are pumping drump with antibody cocktails and vitamins? Where is the #Hydroxychloroquine? They tried to get us to buy the snake oil. Now they won't take their own medicine. 

#GrifterInChief 
#TrumpHasCovid 
#WearAMask",,5093,4735,0,1,5,2020-10-02,neg,110833
3066,@joelockhart And it wasn’t  hydroxychloroquine or oleandrin or any of the quack “cures” promoted by the president and his allies. It was a treatment tested and reviewed in line with scientifically sound pharmaceutical and medical  practices.,,1921,1795,0,0,9,2020-10-02,neg,110834
3067,@Yamiche What? No hydroxychloroquine?,"Arizona, USA",396,245,0,0,0,2020-10-02,neu,110835
3068,Shouldn't Donald be restricted to only those treatments he insisted all other Americans take: Hydroxychloroquine + UV light + injections of disinfectants?,Plains of Ra,2015,2270,0,0,0,2020-10-02,neg,110836
3069,"@PressSec @realDonaldTrump Hydroxychloroquine seems absent from the cocktail.

Someone get on that, stat!",,318,74,0,0,0,2020-10-02,pos,110837
3070,@Acosta No hydroxychloroquine? Amazing,,1016,184,0,0,0,2020-10-02,neg,110838
3071,@realDonaldTrump @FLOTUS So taking preventative Hydroxychloroquine DOESN’T work?? 😮 Who knew!? (...I mean besides most doctors).,Canada,775,341,0,0,1,2020-10-02,neg,110839
3072,No clorox?? No light inside the body? No Hydroxychloroquine????,Ohio,917,3620,4,0,17,2020-10-02,neu,110840
3073,"@Familyisall2 @mmpadellan Gotta be fake...after all, he took hydroxychloroquine, so according to the stable genius, he cannot catch the virus.",,262,12,0,0,0,2020-10-02,pos,110841
3074,@weijia How dare he not take hydroxychloroquine and bleach!,My Country is the World.,1461,5577,1,0,18,2020-10-02,neg,110842
3075,"@PressSec @realDonaldTrump Like we would believe anything you say?

Why is Trump getting an experimental drug? What are the doctors worried about?

Where is the Hydroxychloroquine? https://t.co/brWv131Ppx",South & North Seasonally,25727,26560,6,3,58,2020-10-02,neg,110843
3076,"Hopefully, hydroxychloroquine!",Washington DC,974,60381,4,2,28,2020-10-02,pos,110844
3077,@PressSec @realDonaldTrump BUT I THOUGHT HE WAS TAKING HYDROXYCHLOROQUINE HOW COULD THIS HAPPEN?????,"Kekaha, Kaua'i, Hawaii",469,83,0,0,1,2020-10-02,neg,110845
3078,@maggieNYT Note that there is no #Hydroxychloroquine on that list. And I happen to know the government bought a shit-ton of it. #DoAsISayNotWhatIDo #TrumpHasCovid #fraud,,294,49,0,0,1,2020-10-02,neg,110846
3079,"@GenMhayden I hope gets better after a good taste of covid honesty.  That said, how about the doses of Hydroxychloroquine with a little Cocktail of Clorox with daily baths of UV lights. Yet he is getting his cocktail of Remdesivir. GO FIGURE. Yet he has no regards for thousands. @CNN @MSNBC","orlando, FL",197,107,0,0,0,2020-10-02,neg,110847
3080,"@realDonaldTrump @FLOTUS God bless you! Remember nebulizer Budesinide. Dr Bartlett out of Texas said it was a ‘cure’.  Also Hydroxychloroquine, zinc, and Zpack but you already know that!",,12,1,0,0,0,2020-10-02,pos,110848
3081,@Acosta Has the White House run out of bleach and hydroxychloroquine?,"Long Beach, CA",273,42,0,0,0,2020-10-02,neg,110849
3082,"@PressSec @realDonaldTrump Oh, he did not get the miraculous hydroxychloroquine. Strange.","New Hampshire, USA",141,40,0,0,0,2020-10-02,neg,110850
3083,@AlexLawsonOFD Why not hydroxychloroquine?,"Fountain Hills, AZ",599,1197,0,0,1,2020-10-02,neu,110851
3084,"Notably, hydroxychloroquine is not on the treatment list.","Tampa, FL",693,5079,0,3,5,2020-10-02,neu,110852
3085,"@JoshNBCNews @PressSec I hope gets better after a good taste of covid honesty.  That said, how about the doses of Hydroxychloroquine with a little Cocktail of Clorox with daily baths of UV lights. Yet he is getting his cocktail of Remdesivir. GO FIGURE. Yet he has no regards for thousands. @CNN @MSNBC","orlando, FL",197,107,0,0,0,2020-10-02,neg,110853
